4	3	16384	1.87611e-09	70.9266
4	3	16384	1.87611e-09	72.1509
4	3	16384	1.87611e-09	74.2567
4	3	16384	1.87611e-09	72.3333
4	3	16384	1.87611e-09	71.448
12	3	16384	1.87611e-09	33.7968
12	3	16384	1.87611e-09	33.3258
12	3	16384	1.87611e-09	32.7551
12	3	16384	1.87611e-09	33.0323
12	3	16384	1.87611e-09	32.7093
8	3	16384	1.87611e-09	44.949
8	3	16384	1.87611e-09	44.9784
8	3	16384	1.87611e-09	45.1573
8	3	16384	1.87611e-09	45.3365
8	3	16384	1.87611e-09	45.0648
10	3	16384	1.87611e-09	43.6814
10	3	16384	1.87611e-09	41.7949
10	3	16384	1.87611e-09	42.1879
10	3	16384	1.87611e-09	41.5467
10	3	16384	1.87611e-09	34.5848
6	3	16384	1.87611e-09	56.4874
6	3	16384	1.87611e-09	57.2283
6	3	16384	1.87611e-09	56.2026
6	3	16384	1.87611e-09	56.5702
6	3	16384	1.87611e-09	57.0978
4	3	8192	9.80421e-09	16.2837
4	3	8192	9.80421e-09	16.2887
4	3	8192	9.80421e-09	16.3187
4	3	8192	9.80421e-09	16.373
4	3	8192	9.80421e-09	16.4337
6	3	8192	9.80421e-09	13.2115
6	3	8192	9.80421e-09	13.2582
6	3	8192	9.80421e-09	13.2635
6	3	8192	9.80421e-09	13.2069
6	3	8192	9.80421e-09	13.2566
8	3	8192	9.80421e-09	10.6347
8	3	8192	9.80421e-09	10.6557
8	3	8192	9.80421e-09	10.6597
8	3	8192	9.80421e-09	10.6846
8	3	8192	9.80421e-09	10.6498
10	3	8192	9.80421e-09	9.42793
10	3	8192	9.80421e-09	9.62304
10	3	8192	9.80421e-09	8.1603
10	3	8192	9.80421e-09	8.15358
12	3	8192	9.80421e-09	7.91315
12	3	8192	9.80421e-09	7.81023
12	3	8192	9.80421e-09	7.78791
12	3	8192	9.80421e-09	7.81861
12	3	8192	9.80421e-09	7.88474
10	3	8192	9.80421e-09	8.2608
12	3	32768	7.63427e-10	144.579
12	3	32768	7.63427e-10	142.819
12	3	32768	7.63427e-10	144.023
12	3	32768	7.63427e-10	142.554
12	3	32768	7.63427e-10	144.219
10	3	32768	7.63427e-10	179.339
10	3	32768	7.63427e-10	181.781
10	3	32768	7.63427e-10	178.086
10	3	32768	7.63427e-10	174.447
10	3	32768	7.63427e-10	150.899
8	3	32768	7.63427e-10	199.32
8	3	32768	7.63427e-10	194.736
8	3	32768	7.63427e-10	194.737
8	3	32768	7.63427e-10	194.35
8	3	32768	7.63427e-10	200.153
4	3	32768	7.63427e-10	343.167
4	3	32768	7.63427e-10	360.337
4	3	32768	7.63427e-10	343.256
4	3	32768	7.63427e-10	347.931
4	3	32768	7.63427e-10	350.496
2	3	32768	7.63427e-10	632.684
2	3	32768	7.63427e-10	610.447
2	3	32768	7.63427e-10	625.734
2	3	32768	7.63427e-10	622.116
2	3	32768	7.63427e-10	618.246
2	3	16384	1.87611e-09	142.927
2	3	16384	1.87611e-09	145.149
2	3	16384	1.87611e-09	142.396
2	3	16384	1.87611e-09	145.42
2	3	16384	1.87611e-09	184.532
2	3	8192	9.80421e-09	32.887
2	3	8192	9.80421e-09	33.1644
2	3	8192	9.80421e-09	33.1387
2	3	8192	9.80421e-09	32.9072
2	3	8192	9.80421e-09	33.2308
1	1	8192	9.80421e-09	185.683
1	1	8192	9.80421e-09	185.122
1	1	8192	9.80421e-09	184.963
1	1	8192	9.80421e-09	184.963
1	1	8192	9.80421e-09	185.309
1	1	32768	7.63427e-10	3434.28
1	1	32768	7.63427e-10	3516.69
1	1	16384	1.87611e-09	792.502
1	1	16384	1.87611e-09	793.256
1	1	16384	1.87611e-09	801.807
1	1	16384	1.87611e-09	793.204
1	1	16384	1.87611e-09	792.769
1	1	32768	7.63427e-10	3433.25
1	1	32768	7.63427e-10	3438.03
1	1	32768	7.63427e-10	3435.4
