1	4	2	0.121094	0.00915408
1	4	2	0.121094	0.00267005
1	4	2	0.121094	0.00167298
1	4	2	0.121094	0.0016551
1	4	2	0.121094	0.00135803
1	4	4	0.0361614	0.00164795
1	4	4	0.0361614	0.00165391
1	4	4	0.0361614	0.000659943
1	4	4	0.0361614	0.00202394
1	4	4	0.0361614	0.00164294
1	4	8	0.0103392	0.0033741
1	4	8	0.0103392	0.00440407
1	4	8	0.0103392	0.00618792
1	4	8	0.0103392	0.00650907
1	4	8	0.0103392	0.00173712
1	4	16	0.00259393	0.00204086
1	4	16	0.00259393	0.00198197
1	4	16	0.00259393	0.00208092
1	4	16	0.00259393	0.00117993
1	4	16	0.00259393	0.00383902
1	4	32	0.000651178	0.00368214
1	4	32	0.000651178	0.00201797
1	4	32	0.000651178	0.00763011
1	4	32	0.000651178	0.0279272
1	4	32	0.000651178	0.0290391
1	4	64	0.000162956	0.038799
1	4	64	0.000162956	0.0370331
1	4	64	0.000162956	0.00941491
1	4	64	0.000162956	0.00739813
1	4	64	0.000162956	0.00937605
1	4	128	4.07501e-05	0.0322261
1	4	128	4.07501e-05	0.0340049
1	4	128	4.07501e-05	0.0359271
1	4	128	4.07501e-05	0.0332539
1	4	128	4.07501e-05	0.0346031
1	4	256	1.01881e-05	0.137776
1	4	256	1.01881e-05	0.182023
1	4	256	1.01881e-05	0.160763
1	4	256	1.01881e-05	0.18443
1	4	256	1.01881e-05	0.137469
1	4	512	2.54707e-06	0.590447
1	4	512	2.54707e-06	0.597396
1	4	512	2.54707e-06	0.608744
1	4	512	2.54707e-06	0.592247
1	4	512	2.54707e-06	0.577787
1	4	1024	6.36768e-07	2.47264
1	4	1024	6.36768e-07	2.43337
1	4	1024	6.36768e-07	2.43103
1	4	1024	6.36768e-07	2.4552
1	4	1024	6.36768e-07	2.44859
