36	1	16384   1.87611e-09	32.1396
36	1	16384   1.87611e-09	32.0985
36	1	16384   1.87611e-09	32.1071
36	1	16384   1.87611e-09	32.0443
36	1	16384   1.87611e-09	31.9859
36	1	16384   1.87611e-09	32.0501
36	1	16384   1.87611e-09	32.1047
36	1	16384   1.87611e-09	32.1378
36	1	16384   1.87611e-09	32.1296
36	1	16384   1.87611e-09	32.1523
18	2	16384   1.87611e-09	32.342
18	2	16384   1.87611e-09	32.2791
18	2	16384   1.87611e-09	32.3699
18	2	16384   1.87611e-09	32.3549
18	2	16384   1.87611e-09	32.4168
18	2	16384   1.87611e-09	32.3495
18	2	16384   1.87611e-09	32.3005
18	2	16384   1.87611e-09	32.3104
18	2	16384   1.87611e-09	32.3516
18	2	16384   1.87611e-09	32.3493
12	3	16384   1.87611e-09	32.6506
12	3	16384   1.87611e-09	32.6739
12	3	16384   1.87611e-09	32.5512
12	3	16384   1.87611e-09	32.59
12	3	16384   1.87611e-09	33.0369
12	3	16384   1.87611e-09	32.7392
12	3	16384   1.87611e-09	32.5826
12	3	16384   1.87611e-09	32.5468
12	3	16384   1.87611e-09	32.9394
12	3	16384   1.87611e-09	32.6222
9	4	16384   1.87611e-09	33.1212
9	4	16384   1.87611e-09	33.0944
9	4	16384   1.87611e-09	33.0982
9	4	16384   1.87611e-09	33.1047
9	4	16384   1.87611e-09	33.1742
9	4	16384   1.87611e-09	33.4324
9	4	16384   1.87611e-09	33.4115
9	4	16384   1.87611e-09	33.1348
9	4	16384   1.87611e-09	33.1468
9	4	16384   1.87611e-09	33.1171
6	6	16384   1.87611e-09	33.5935
6	6	16384   1.87611e-09	33.6489
6	6	16384   1.87611e-09	33.6418
6	6	16384   1.87611e-09	33.5869
6	6	16384   1.87611e-09	33.5491
6	6	16384   1.87611e-09	33.6119
6	6	16384   1.87611e-09	33.5771
6	6	16384   1.87611e-09	33.6777
6	6	16384   1.87611e-09	33.5882
6	6	16384   1.87611e-09	33.6472
3	12	16384   1.87611e-09	37.899
3	12	16384   1.87611e-09	40.0855
3	12	16384   1.87611e-09	37.8945
3	12	16384   1.87611e-09	37.9948
3	12	16384   1.87611e-09	38.3687
3	12	16384   1.87611e-09	37.9509
3	12	16384   1.87611e-09	38.4055
3	12	16384   1.87611e-09	37.8823
3	12	16384   1.87611e-09	38.3528
3	12	16384   1.87611e-09	37.8662
3	12	16384   1.87611e-09	37.8932
3	12	16384   1.87611e-09	37.8003
3	12	16384   1.87611e-09	37.9683
3	12	16384   1.87611e-09	37.9248
3	12	16384   1.87611e-09	37.8837
3	12	16384   1.87611e-09	38.4212
3	12	16384   1.87611e-09	38.1691
3	12	16384   1.87611e-09	38.6394
3	12	16384   1.87611e-09	38.0775
3	12	16384   1.87611e-09	38.0235
3	12	16384   1.87611e-09	38.3964
3	12	16384   1.87611e-09	39.1614
3	12	16384   1.87611e-09	39.3671
3	12	16384   1.87611e-09	38.6879
3	12	16384   1.87611e-09	37.9879
6	6	16384   1.87611e-09	33.807
6	6	16384   1.87611e-09	33.7249
6	6	16384   1.87611e-09	33.9081
6	6	16384   1.87611e-09	33.7455
6	6	16384   1.87611e-09	33.9952
6	6	16384   1.87611e-09	33.7167
6	6	16384   1.87611e-09	33.9118
6	6	16384   1.87611e-09	33.7413
6	6	16384   1.87611e-09	33.901
6	6	16384   1.87611e-09	33.7005
6	6	16384   1.87611e-09	33.9033
6	6	16384   1.87611e-09	33.7289
6	6	16384   1.87611e-09	33.6413
6	6	16384   1.87611e-09	33.8819
6	6	16384   1.87611e-09	33.724
9	4	16384   1.87611e-09	33.1685
9	4	16384   1.87611e-09	33.4123
9	4	16384   1.87611e-09	33.2307
9	4	16384   1.87611e-09	33.1583
9	4	16384   1.87611e-09	33.3352
9	4	16384   1.87611e-09	33.308
9	4	16384   1.87611e-09	33.1191
9	4	16384   1.87611e-09	33.4698
9	4	16384   1.87611e-09	33.2463
9	4	16384   1.87611e-09	33.1972
9	4	16384   1.87611e-09	33.3685
9	4	16384   1.87611e-09	33.1899
9	4	16384   1.87611e-09	33.1179
9	4	16384   1.87611e-09	33.0487
9	4	16384   1.87611e-09	33.1503
12	3	16384   1.87611e-09	32.6873
12	3	16384   1.87611e-09	32.7072
12	3	16384   1.87611e-09	32.5824
12	3	16384   1.87611e-09	32.7403
12	3	16384   1.87611e-09	32.7385
12	3	16384   1.87611e-09	32.7521
12	3	16384   1.87611e-09	32.6736
12	3	16384   1.87611e-09	32.7274
12	3	16384   1.87611e-09	32.907
12	3	16384   1.87611e-09	32.5452
12	3	16384   1.87611e-09	32.7028
12	3	16384   1.87611e-09	32.5946
12	3	16384   1.87611e-09	32.9138
12	3	16384   1.87611e-09	32.7752
12	3	16384   1.87611e-09	32.9015
18	2	16384   1.87611e-09	32.3441
18	2	16384   1.87611e-09	32.5849
18	2	16384   1.87611e-09	32.3507
18	2	16384   1.87611e-09	32.607
18	2	16384   1.87611e-09	32.3024
18	2	16384   1.87611e-09	32.6648
18	2	16384   1.87611e-09	32.4335
18	2	16384   1.87611e-09	32.7569
18	2	16384   1.87611e-09	32.517
18	2	16384   1.87611e-09	32.3392
18	2	16384   1.87611e-09	32.645
18	2	16384   1.87611e-09	32.4854
18	2	16384   1.87611e-09	32.4085
18	2	16384   1.87611e-09	32.7283
18	2	16384   1.87611e-09	32.4867
36	1	16384   1.87611e-09	32.0308
36	1	16384   1.87611e-09	32.0573
36	1	16384   1.87611e-09	32.1108
36	1	16384   1.87611e-09	32.2029
36	1	16384   1.87611e-09	32.0884
36	1	16384   1.87611e-09	32.2524
36	1	16384   1.87611e-09	32.0219
36	1	16384   1.87611e-09	32.0866
36	1	16384   1.87611e-09	32.0046
36	1	16384   1.87611e-09	32.0852
36	1	16384   1.87611e-09	31.994
36	1	16384   1.87611e-09	32.1355
36	1	16384   1.87611e-09	32.0345
36	1	16384   1.87611e-09	32.0735
36	1	16384   1.87611e-09	32.0209
